,iso2,year,new_sp_m04,new_sp_m514,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_f04,new_sp_f514,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65
1060,CK,1998,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,CK,1999,,,,,,,,,,,,,,,,,,
1062,CK,2000,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,CK,2001,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,CK,2002,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,CK,2003,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,CK,2004,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,CK,2005,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,CK,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,CK,2007,,,,,,,,,,,,,,,,,,
1070,CK,2008,,,,,,1.0,,1.0,,,,,,,,,,
1071,CL,1980,,,,,,,,,,,,,,,,,,
1072,CL,1981,,,,,,,,,,,,,,,,,,
1073,CL,1982,,,,,,,,,,,,,,,,,,
1074,CL,1983,,,,,,,,,,,,,,,,,,
1075,CL,1984,,,,,,,,,,,,,,,,,,
1076,CL,1985,,,,,,,,,,,,,,,,,,
1077,CL,1986,,,,,,,,,,,,,,,,,,
1078,CL,1987,,,,,,,,,,,,,,,,,,
1079,CL,1988,,,,,,,,,,,,,,,,,,
1080,CL,1989,,,,,,,,,,,,,,,,,,
1081,CL,1990,,,,,,,,,,,,,,,,,,
1082,CL,1991,,,,,,,,,,,,,,,,,,
1083,CL,1992,,,,,,,,,,,,,,,,,,
1084,CL,1993,,,,,,,,,,,,,,,,,,
1085,CL,1994,,,,,,,,,,,,,,,,,,
1086,CL,1995,,,24.0,148.0,182.0,204.0,155.0,141.0,163.0,,,24.0,100.0,120.0,108.0,75.0,73.0,107.0
1087,CL,1996,,,8.0,123.0,201.0,207.0,207.0,125.0,139.0,,,11.0,88.0,117.0,72.0,63.0,47.0,72.0
1088,CL,1997,,,11.0,107.0,182.0,224.0,165.0,153.0,163.0,,,11.0,92.0,121.0,80.0,66.0,60.0,88.0
1089,CL,1998,,,,,,,,,,,,,,,,,,
1090,CL,1999,,,4.0,118.0,173.0,204.0,206.0,132.0,132.0,,,9.0,87.0,109.0,97.0,52.0,76.0,98.0
1091,CL,2000,,,6.0,81.0,160.0,198.0,150.0,132.0,126.0,,,10.0,66.0,96.0,70.0,54.0,58.0,83.0
1092,CL,2001,,,2.0,78.0,183.0,213.0,190.0,116.0,138.0,,,9.0,69.0,85.0,76.0,58.0,55.0,83.0
1093,CL,2002,,,6.0,87.0,163.0,196.0,193.0,144.0,160.0,,,7.0,64.0,91.0,82.0,76.0,54.0,89.0
1094,CL,2003,,,1.0,77.0,131.0,181.0,183.0,150.0,136.0,,,8.0,59.0,106.0,81.0,42.0,41.0,80.0
1095,CL,2004,,,3.0,87.0,148.0,179.0,187.0,124.0,168.0,,,5.0,58.0,74.0,76.0,57.0,57.0,74.0
1096,CL,2005,,,3.0,74.0,128.0,179.0,162.0,115.0,133.0,,,4.0,55.0,78.0,60.0,56.0,36.0,93.0
1097,CL,2006,5.0,7.0,12.0,107.0,140.0,176.0,197.0,179.0,199.0,0.0,7.0,7.0,70.0,91.0,74.0,95.0,64.0,122.0
1098,CL,2007,0.0,3.0,3.0,86.0,137.0,140.0,169.0,139.0,121.0,0.0,8.0,8.0,59.0,75.0,63.0,49.0,39.0,78.0
1099,CL,2008,1.0,6.0,7.0,86.0,131.0,148.0,167.0,135.0,118.0,2.0,1.0,3.0,52.0,86.0,49.0,37.0,30.0,65.0
1100,CM,1980,,,,,,,,,,,,,,,,,,
1101,CM,1981,,,,,,,,,,,,,,,,,,
1102,CM,1982,,,,,,,,,,,,,,,,,,
1103,CM,1983,,,,,,,,,,,,,,,,,,
1104,CM,1984,,,,,,,,,,,,,,,,,,
1105,CM,1985,,,,,,,,,,,,,,,,,,
1106,CM,1986,,,,,,,,,,,,,,,,,,
1107,CM,1987,,,,,,,,,,,,,,,,,,
1108,CM,1988,,,,,,,,,,,,,,,,,,
1109,CM,1989,,,,,,,,,,,,,,,,,,
1110,CM,1990,,,,,,,,,,,,,,,,,,
1111,CM,1991,,,,,,,,,,,,,,,,,,
1112,CM,1992,,,,,,,,,,,,,,,,,,
1113,CM,1993,,,,,,,,,,,,,,,,,,
1114,CM,1994,,,,,,,,,,,,,,,,,,
1115,CM,1995,,,20.0,208.0,569.0,323.0,287.0,204.0,164.0,,,9.0,185.0,313.0,223.0,153.0,106.0,93.0
1116,CM,1996,,,34.0,151.0,735.0,291.0,178.0,38.0,17.0,,,21.0,123.0,388.0,202.0,103.0,24.0,8.0
1117,CM,1997,,,36.0,321.0,1011.0,387.0,269.0,79.0,24.0,,,25.0,277.0,522.0,341.0,179.0,63.0,14.0
1118,CM,1998,,,15.0,651.0,1006.0,787.0,262.0,87.0,35.0,,,30.0,443.0,595.0,268.0,112.0,53.0,30.0
1119,CM,1999,,,49.0,602.0,1595.0,736.0,433.0,166.0,59.0,,,47.0,506.0,783.0,505.0,235.0,95.0,21.0
1120,CM,2000,,,41.0,518.0,842.0,584.0,284.0,130.0,75.0,,,63.0,368.0,530.0,293.0,139.0,60.0,33.0
1121,CM,2001,,,24.0,643.0,1000.0,732.0,322.0,154.0,86.0,,,49.0,482.0,609.0,328.0,155.0,62.0,50.0
1122,CM,2002,,,66.0,818.0,1335.0,1117.0,619.0,258.0,125.0,,,59.0,950.0,1053.0,545.0,236.0,140.0,44.0
1123,CM,2003,,,100.0,1176.0,2274.0,1516.0,788.0,330.0,160.0,,,136.0,1273.0,1542.0,745.0,363.0,217.0,72.0
1124,CM,2004,,,127.0,1312.0,2147.0,1575.0,928.0,408.0,259.0,,,181.0,1310.0,1449.0,756.0,412.0,214.0,140.0
1125,CM,2005,,,134.0,1472.0,2482.0,1766.0,1035.0,463.0,289.0,,,226.0,1467.0,1788.0,1028.0,503.0,205.0,143.0
1126,CM,2006,,,112.0,1401.0,2550.0,1820.0,1080.0,437.0,300.0,,,151.0,1358.0,1823.0,960.0,470.0,266.0,142.0
1127,CM,2007,,,121.0,1392.0,2613.0,1874.0,1011.0,480.0,307.0,,,152.0,1443.0,1963.0,985.0,483.0,248.0,148.0
1128,CM,2008,0.0,0.0,108.0,1613.0,2861.0,2016.0,1135.0,526.0,281.0,0.0,0.0,173.0,1506.0,2041.0,1027.0,568.0,234.0,148.0
1129,CN,1982,,,,,,,,,,,,,,,,,,
1130,CN,1983,,,,,,,,,,,,,,,,,,
1131,CN,1984,,,,,,,,,,,,,,,,,,
1132,CN,1985,,,,,,,,,,,,,,,,,,
1133,CN,1986,,,,,,,,,,,,,,,,,,
1134,CN,1987,,,,,,,,,,,,,,,,,,
1135,CN,1988,,,,,,,,,,,,,,,,,,
1136,CN,1989,,,,,,,,,,,,,,,,,,
1137,CN,1990,,,,,,,,,,,,,,,,,,
1138,CN,1991,,,,,,,,,,,,,,,,,,
1139,CN,1992,,,,,,,,,,,,,,,,,,
1140,CN,1993,,,,,,,,,,,,,,,,,,
1141,CN,1994,,,,,,,,,,,,,,,,,,
1142,CN,1995,,,1102.0,12791.0,18306.0,15487.0,13105.0,13489.0,10130.0,,,1169.0,10890.0,13250.0,8376.0,5679.0,4579.0,2841.0
1143,CN,1996,,,1409.0,16490.0,24057.0,19695.0,17024.0,16758.0,13697.0,,,1624.0,13773.0,17218.0,10214.0,7020.0,5346.0,3945.0
1144,CN,1997,,,1456.0,18547.0,28247.0,23006.0,20330.0,19667.0,17041.0,,,1534.0,15258.0,19547.0,11758.0,8259.0,6422.0,4823.0
1145,CN,1998,,,1481.0,19699.0,30093.0,25088.0,23483.0,21651.0,20501.0,,,1558.0,15726.0,20203.0,12672.0,9399.0,7122.0,5728.0
1146,CN,1999,,,1247.0,18961.0,29328.0,25095.0,24239.0,21564.0,21367.0,,,1431.0,15178.0,18846.0,12370.0,9838.0,7131.0,5663.0
1147,CN,2000,,,1131.0,19111.0,29399.0,25206.0,25593.0,21429.0,21771.0,,,1420.0,14536.0,18496.0,12377.0,9899.0,7102.0,6296.0
1148,CN,2001,,,1213.0,19121.0,28520.0,25544.0,25759.0,20789.0,22799.0,,,1405.0,14500.0,17446.0,12041.0,9963.0,7175.0,6491.0
1149,CN,2002,,,925.0,17933.0,25242.0,22645.0,23884.0,19564.0,22562.0,,,1152.0,13250.0,15188.0,10505.0,8796.0,6586.0,6740.0
1150,CN,2003,,,1133.0,25125.0,32760.0,31604.0,32585.0,27243.0,32027.0,,,1407.0,18811.0,19248.0,14783.0,12101.0,8988.0,9465.0
1151,CN,2004,,,1375.0,35465.0,43594.0,45408.0,46256.0,41846.0,50797.0,,,1659.0,25951.0,25150.0,20613.0,16995.0,14038.0,15739.0
1152,CN,2005,,,1416.0,43005.0,49558.0,55400.0,54872.0,53822.0,69779.0,,,1864.0,31180.0,27759.0,24728.0,19889.0,18203.0,21244.0
1153,CN,2006,,,1023.0,44528.0,48232.0,56733.0,54301.0,53746.0,68557.0,,,1408.0,30904.0,26526.0,24564.0,18775.0,17782.0,21212.0
1154,CN,2007,,,878.0,44011.0,46374.0,56224.0,54960.0,56288.0,70376.0,,,1235.0,29960.0,24914.0,23542.0,18129.0,17647.0,21339.0
1155,CN,2008,,,751.0,45596.0,44651.0,56182.0,55740.0,57492.0,69678.0,,,964.0,29223.0,23484.0,22370.0,17565.0,17814.0,21086.0
1156,CO,1980,,,,,,,,,,,,,,,,,,
1157,CO,1981,,,,,,,,,,,,,,,,,,
1158,CO,1982,,,,,,,,,,,,,,,,,,
1159,CO,1983,,,,,,,,,,,,,,,,,,
1160,CO,1984,,,,,,,,,,,,,,,,,,
1161,CO,1985,,,,,,,,,,,,,,,,,,
1162,CO,1986,,,,,,,,,,,,,,,,,,
1163,CO,1987,,,,,,,,,,,,,,,,,,
1164,CO,1988,,,,,,,,,,,,,,,,,,
1165,CO,1989,,,,,,,,,,,,,,,,,,
1166,CO,1990,,,,,,,,,,,,,,,,,,
1167,CO,1991,,,,,,,,,,,,,,,,,,
1168,CO,1992,,,,,,,,,,,,,,,,,,
1169,CO,1993,,,,,,,,,,,,,,,,,,
1170,CO,1994,,,,,,,,,,,,,,,,,,
1171,CO,1995,,,,,,,,,,,,,,,,,,
1172,CO,1996,,,,,,,,,,,,,,,,,,
1173,CO,1997,,,,,,,,,,,,,,,,,,
1174,CO,1998,,,,,,,,,,,,,,,,,,
1175,CO,1999,,,270.0,1730.0,1473.0,1796.0,1500.0,350.0,1210.0,,,,,,,,,
1176,CO,2000,,,246.0,763.0,1030.0,963.0,743.0,610.0,746.0,,,194.0,587.0,758.0,523.0,381.0,304.0,510.0
1177,CO,2001,,,223.0,1037.0,703.0,722.0,869.0,646.0,653.0,,,186.0,865.0,544.0,429.0,436.0,350.0,359.0
1178,CO,2002,,,209.0,614.0,696.0,688.0,593.0,472.0,662.0,,,167.0,524.0,545.0,402.0,318.0,258.0,371.0
1179,CO,2003,,,237.0,684.0,816.0,844.0,853.0,642.0,761.0,,,174.0,662.0,692.0,512.0,382.0,292.0,421.0
1180,CO,2004,,,208.0,732.0,824.0,743.0,725.0,564.0,737.0,,,205.0,624.0,647.0,513.0,361.0,331.0,426.0
1181,CO,2005,,,178.0,623.0,685.0,666.0,687.0,510.0,695.0,,,179.0,581.0,533.0,457.0,389.0,292.0,395.0
1182,CO,2006,,,219.0,709.0,713.0,737.0,785.0,573.0,766.0,,,210.0,603.0,653.0,520.0,377.0,314.0,469.0
1183,CO,2007,,,144.0,618.0,704.0,694.0,712.0,574.0,786.0,,,138.0,599.0,620.0,459.0,393.0,286.0,461.0
1184,CO,2008,,,136.0,666.0,736.0,666.0,749.0,610.0,797.0,,,133.0,580.0,608.0,441.0,384.0,284.0,406.0
1185,CR,1980,,,,,,,,,,,,,,,,,,
1186,CR,1981,,,,,,,,,,,,,,,,,,
1187,CR,1982,,,,,,,,,,,,,,,,,,
1188,CR,1983,,,,,,,,,,,,,,,,,,
1189,CR,1984,,,,,,,,,,,,,,,,,,
1190,CR,1985,,,,,,,,,,,,,,,,,,
1191,CR,1986,,,,,,,,,,,,,,,,,,
1192,CR,1987,,,,,,,,,,,,,,,,,,
1193,CR,1988,,,,,,,,,,,,,,,,,,
1194,CR,1989,,,,,,,,,,,,,,,,,,
1195,CR,1990,,,,,,,,,,,,,,,,,,
1196,CR,1991,,,,,,,,,,,,,,,,,,
1197,CR,1992,,,,,,,,,,,,,,,,,,
1198,CR,1993,,,,,,,,,,,,,,,,,,
1199,CR,1994,,,,,,,,,,,,,,,,,,
1200,CR,1995,,,1.0,17.0,38.0,24.0,19.0,23.0,22.0,,,2.0,17.0,15.0,11.0,7.0,9.0,14.0
1201,CR,1996,,,0.0,11.0,11.0,19.0,15.0,19.0,15.0,,,0.0,4.0,9.0,7.0,3.0,4.0,5.0
1202,CR,1997,,,37.0,30.0,82.0,69.0,52.0,35.0,45.0,,,31.0,28.0,45.0,40.0,30.0,24.0,30.0
1203,CR,1998,,,30.0,53.0,78.0,67.0,53.0,43.0,36.0,,,23.0,19.0,43.0,47.0,27.0,17.0,26.0
1204,CR,1999,,,4.0,28.0,63.0,89.0,70.0,51.0,73.0,,,10.0,23.0,42.0,37.0,32.0,33.0,36.0
1205,CR,2000,,,14.0,31.0,53.0,62.0,39.0,28.0,49.0,,,13.0,21.0,33.0,24.0,20.0,23.0,24.0
1206,CR,2001,,,2.0,26.0,53.0,72.0,50.0,29.0,36.0,,,1.0,18.0,31.0,20.0,16.0,16.0,15.0
1207,CR,2002,,,3.0,26.0,45.0,44.0,43.0,19.0,38.0,,,6.0,13.0,24.0,19.0,14.0,15.0,19.0
1208,CR,2003,,,3.0,33.0,47.0,32.0,39.0,28.0,33.0,,,4.0,25.0,24.0,21.0,30.0,11.0,16.0
1209,CR,2004,,,1.0,49.0,62.0,45.0,36.0,29.0,43.0,,,5.0,35.0,29.0,34.0,11.0,18.0,22.0
1210,CR,2005,,,1.0,43.0,38.0,53.0,34.0,20.0,34.0,,,1.0,21.0,31.0,18.0,16.0,6.0,14.0
1211,CR,2006,0.0,1.0,1.0,27.0,36.0,29.0,34.0,25.0,24.0,0.0,4.0,4.0,27.0,24.0,20.0,15.0,8.0,11.0
1212,CR,2007,0.0,2.0,4.0,44.0,57.0,28.0,32.0,17.0,31.0,0.0,3.0,3.0,16.0,24.0,19.0,16.0,16.0,15.0
1213,CR,2008,,3.0,3.0,24.0,39.0,31.0,38.0,17.0,29.0,,2.0,2.0,19.0,31.0,20.0,14.0,6.0,14.0
1214,CU,1980,,,,,,,,,,,,,,,,,,
1215,CU,1981,,,,,,,,,,,,,,,,,,
1216,CU,1982,,,,,,,,,,,,,,,,,,
1217,CU,1983,,,,,,,,,,,,,,,,,,
1218,CU,1984,,,,,,,,,,,,,,,,,,
1219,CU,1985,,,,,,,,,,,,,,,,,,
1220,CU,1986,,,,,,,,,,,,,,,,,,
1221,CU,1987,,,,,,,,,,,,,,,,,,
1222,CU,1988,,,,,,,,,,,,,,,,,,
1223,CU,1989,,,,,,,,,,,,,,,,,,
1224,CU,1990,,,,,,,,,,,,,,,,,,
1225,CU,1991,,,,,,,,,,,,,,,,,,
1226,CU,1992,,,,,,,,,,,,,,,,,,
1227,CU,1993,,,,,,,,,,,,,,,,,,
1228,CU,1994,,,,,,,,,,,,,,,,,,
1229,CU,1995,,,2.0,59.0,118.0,83.0,75.0,75.0,156.0,,,1.0,17.0,52.0,29.0,39.0,48.0,80.0
1230,CU,1996,,,0.0,54.0,136.0,86.0,93.0,84.0,138.0,,,1.0,29.0,44.0,20.0,45.0,42.0,63.0
1231,CU,1997,,,0.0,69.0,151.0,83.0,63.0,77.0,116.0,,,2.0,16.0,49.0,33.0,32.0,28.0,46.0
1232,CU,1998,,,0.0,60.0,140.0,109.0,75.0,53.0,102.0,,,1.0,17.0,48.0,23.0,30.0,31.0,55.0
1233,CU,1999,,,1.0,55.0,163.0,97.0,68.0,72.0,100.0,,,2.0,15.0,37.0,27.0,20.0,28.0,35.0
1234,CU,2000,,,0.0,71.0,167.0,90.0,74.0,55.0,75.0,,,2.0,9.0,22.0,26.0,22.0,23.0,39.0
1235,CU,2001,,,0.0,36.0,136.0,87.0,39.0,54.0,67.0,,,1.0,24.0,17.0,22.0,17.0,20.0,39.0
1236,CU,2002,,,0.0,21.0,104.0,83.0,67.0,45.0,77.0,,,3.0,15.0,28.0,22.0,21.0,20.0,34.0
1237,CU,2003,,,2.0,23.0,90.0,91.0,62.0,51.0,78.0,,,0.0,11.0,14.0,20.0,23.0,13.0,29.0
1238,CU,2004,,,0.0,17.0,68.0,95.0,63.0,45.0,50.0,,,0.0,16.0,20.0,15.0,16.0,20.0,29.0
1239,CU,2005,,,2.0,20.0,73.0,90.0,50.0,58.0,51.0,,,2.0,14.0,17.0,26.0,13.0,22.0,29.0
1240,CU,2006,,,,22.0,73.0,93.0,50.0,47.0,50.0,,,,8.0,18.0,22.0,12.0,14.0,23.0
1241,CU,2007,,,,,,,,,,,,,,,,,,
1242,CU,2008,0.0,2.0,2.0,30.0,66.0,108.0,67.0,59.0,53.0,1.0,2.0,3.0,11.0,14.0,22.0,18.0,11.0,34.0
1243,CV,1980,,,,,,,,,,,,,,,,,,
1244,CV,1981,,,,,,,,,,,,,,,,,,
1245,CV,1982,,,,,,,,,,,,,,,,,,
1246,CV,1983,,,,,,,,,,,,,,,,,,
1247,CV,1984,,,,,,,,,,,,,,,,,,
1248,CV,1985,,,,,,,,,,,,,,,,,,
1249,CV,1987,,,,,,,,,,,,,,,,,,
1250,CV,1988,,,,,,,,,,,,,,,,,,
1251,CV,1989,,,,,,,,,,,,,,,,,,
1252,CV,1990,,,,,,,,,,,,,,,,,,
1253,CV,1995,,,,,,,,,,,,,,,,,,
1254,CV,1996,,,,,,,,,,,,,,,,,,
1255,CV,1997,,,0.0,11.0,16.0,19.0,4.0,10.0,10.0,,,2.0,10.0,10.0,8.0,3.0,10.0,9.0
1256,CV,1998,,,2.0,9.0,14.0,14.0,6.0,6.0,9.0,,,2.0,12.0,4.0,5.0,3.0,5.0,10.0
1257,CV,2000,,,,,,,,,,,,,,,,,,
1258,CV,2001,,,0.0,5.0,15.0,6.0,5.0,5.0,1.0,,,2.0,7.0,9.0,7.0,1.0,2.0,3.0
1259,CV,2002,,,3.0,9.0,29.0,20.0,14.0,1.0,2.0,,,2.0,11.0,11.0,12.0,3.0,4.0,4.0
1260,CV,2003,,,3.0,12.0,32.0,32.0,9.0,7.0,8.0,,,1.0,6.0,7.0,13.0,7.0,4.0,11.0
1261,CV,2004,,,1.0,8.0,33.0,17.0,20.0,2.0,7.0,,,2.0,17.0,34.0,11.0,7.0,6.0,4.0
1262,CV,2005,,,0.0,22.0,23.0,26.0,9.0,2.0,8.0,,,2.0,9.0,16.0,4.0,5.0,3.0,6.0
1263,CV,2006,,2.0,2.0,15.0,22.0,18.0,8.0,6.0,4.0,,2.0,2.0,14.0,16.0,5.0,6.0,4.0,9.0
1264,CV,2007,,,0.0,24.0,30.0,26.0,18.0,4.0,6.0,,,0.0,18.0,17.0,5.0,1.0,3.0,6.0
1265,CV,2008,0.0,0.0,0.0,23.0,33.0,29.0,27.0,12.0,6.0,,,6.0,18.0,21.0,11.0,3.0,5.0,3.0
1266,CY,1980,,,,,,,,,,,,,,,,,,
1267,CY,1981,,,,,,,,,,,,,,,,,,
1268,CY,1982,,,,,,,,,,,,,,,,,,
1269,CY,1983,,,,,,,,,,,,,,,,,,
1270,CY,1984,,,,,,,,,,,,,,,,,,
1271,CY,1985,,,,,,,,,,,,,,,,,,
1272,CY,1986,,,,,,,,,,,,,,,,,,
1273,CY,1987,,,,,,,,,,,,,,,,,,
1274,CY,1988,,,,,,,,,,,,,,,,,,
1275,CY,1989,,,,,,,,,,,,,,,,,,
1276,CY,1990,,,,,,,,,,,,,,,,,,
1277,CY,1991,,,,,,,,,,,,,,,,,,
1278,CY,1992,,,,,,,,,,,,,,,,,,
1279,CY,1993,,,,,,,,,,,,,,,,,,
1280,CY,1994,,,,,,,,,,,,,,,,,,
1281,CY,1995,,,0.0,1.0,1.0,0.0,1.0,1.0,2.0,,,0.0,1.0,1.0,1.0,2.0,0.0,1.0
1282,CY,1996,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1283,CY,1997,,,,,,,,,,,,,,,,,,
1284,CY,1998,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1285,CY,1999,,,5.0,1.0,6.0,2.0,2.0,10.0,0.0,,,4.0,1.0,2.0,3.0,1.0,2.0,0.0
1286,CY,2000,,,,,,,,,,,,,,,,,,
1287,CY,2001,,,,,,,,,,,,,,,,,,
1288,CY,2002,,,0.0,2.0,1.0,1.0,1.0,0.0,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1289,CY,2003,,,0.0,1.0,4.0,3.0,0.0,0.0,1.0,,,0.0,0.0,2.0,2.0,1.0,0.0,0.0
1290,CY,2004,,,0.0,3.0,3.0,0.0,1.0,1.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1291,CY,2005,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1292,CY,2006,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
1293,CY,2007,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
1294,CY,2008,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
1295,CZ,1980,,,,,,,,,,,,,,,,,,
1296,CZ,1981,,,,,,,,,,,,,,,,,,
1297,CZ,1982,,,,,,,,,,,,,,,,,,
1298,CZ,1983,,,,,,,,,,,,,,,,,,
1299,CZ,1984,,,,,,,,,,,,,,,,,,
1300,CZ,1985,,,,,,,,,,,,,,,,,,
1301,CZ,1986,,,,,,,,,,,,,,,,,,
1302,CZ,1987,,,,,,,,,,,,,,,,,,
1303,CZ,1988,,,,,,,,,,,,,,,,,,
1304,CZ,1989,,,,,,,,,,,,,,,,,,
1305,CZ,1990,,,,,,,,,,,,,,,,,,
1306,CZ,1991,,,,,,,,,,,,,,,,,,
1307,CZ,1992,,,,,,,,,,,,,,,,,,
1308,CZ,1993,,,,,,,,,,,,,,,,,,
1309,CZ,1994,,,,,,,,,,,,,,,,,,
1310,CZ,1995,,,2.0,10.0,22.0,83.0,88.0,53.0,90.0,,,0.0,9.0,11.0,20.0,13.0,19.0,88.0
1311,CZ,1996,,,1.0,10.0,40.0,77.0,121.0,66.0,90.0,,,1.0,10.0,17.0,11.0,21.0,20.0,89.0
1312,CZ,1997,,,0.0,5.0,25.0,71.0,94.0,64.0,83.0,,,0.0,12.0,8.0,12.0,17.0,18.0,72.0
1313,CZ,1998,,,0.0,7.0,37.0,88.0,104.0,67.0,95.0,,,1.0,6.0,17.0,12.0,18.0,11.0,82.0
1314,CZ,1999,,,2.0,13.0,27.0,62.0,98.0,45.0,75.0,,,1.0,5.0,14.0,18.0,15.0,3.0,71.0
1315,CZ,2000,,,0.0,7.0,31.0,52.0,89.0,61.0,59.0,,,0.0,15.0,13.0,9.0,10.0,7.0,57.0
1316,CZ,2001,,,0.0,18.0,39.0,47.0,85.0,43.0,50.0,,,0.0,10.0,17.0,8.0,11.0,9.0,54.0
1317,CZ,2002,,,0.0,14.0,28.0,39.0,89.0,38.0,40.0,,,0.0,6.0,10.0,8.0,8.0,6.0,43.0
1318,CZ,2003,,,0.0,11.0,28.0,42.0,67.0,48.0,50.0,,,0.0,9.0,15.0,15.0,12.0,7.0,34.0
1319,CZ,2004,,,0.0,10.0,28.0,36.0,71.0,30.0,35.0,,,0.0,11.0,17.0,9.0,13.0,13.0,29.0
1320,CZ,2005,0.0,0.0,0.0,8.0,24.0,57.0,55.0,45.0,46.0,0.0,0.0,0.0,3.0,14.0,16.0,7.0,5.0,28.0
1321,CZ,2006,0.0,0.0,0.0,6.0,19.0,39.0,56.0,38.0,25.0,0.0,0.0,0.0,4.0,12.0,12.0,10.0,6.0,30.0
1322,CZ,2007,0.0,0.0,0.0,14.0,26.0,35.0,63.0,39.0,29.0,0.0,0.0,0.0,6.0,8.0,5.0,9.0,5.0,28.0
1323,CZ,2008,0.0,0.0,0.0,7.0,29.0,39.0,44.0,36.0,32.0,0.0,0.0,0.0,4.0,14.0,8.0,5.0,10.0,23.0
1324,DE,1980,,,,,,,,,,,,,,,,,,
1325,DE,1981,,,,,,,,,,,,,,,,,,
1326,DE,1982,,,,,,,,,,,,,,,,,,
1327,DE,1983,,,,,,,,,,,,,,,,,,
1328,DE,1984,,,,,,,,,,,,,,,,,,
1329,DE,1985,,,,,,,,,,,,,,,,,,
1330,DE,1986,,,,,,,,,,,,,,,,,,
1331,DE,1987,,,,,,,,,,,,,,,,,,
1332,DE,1988,,,,,,,,,,,,,,,,,,
1333,DE,1989,,,,,,,,,,,,,,,,,,
1334,DE,1990,,,,,,,,,,,,,,,,,,
1335,DE,1991,,,,,,,,,,,,,,,,,,
1336,DE,1992,,,,,,,,,,,,,,,,,,
1337,DE,1993,,,,,,,,,,,,,,,,,,
1338,DE,1994,,,,,,,,,,,,,,,,,,
1339,DE,1995,,,14.0,179.0,453.0,539.0,460.0,442.0,625.0,,,17.0,115.0,251.0,167.0,89.0,104.0,397.0
1340,DE,1996,,,20.0,181.0,377.0,520.0,413.0,405.0,607.0,,,19.0,150.0,214.0,180.0,97.0,108.0,389.0
1341,DE,1997,,,11.0,166.0,375.0,459.0,384.0,424.0,509.0,,,16.0,109.0,204.0,154.0,93.0,99.0,343.0
1342,DE,1998,,,9.0,179.0,333.0,448.0,358.0,349.0,538.0,,,11.0,121.0,166.0,141.0,93.0,80.0,298.0
1343,DE,1999,,,13.0,145.0,308.0,419.0,362.0,335.0,449.0,,,15.0,118.0,177.0,98.0,85.0,99.0,295.0
1344,DE,2000,,,,,,,,,,,,,,,,,,
1345,DE,2001,,,3.0,3.0,89.0,136.0,106.0,94.0,119.0,,,1.0,36.0,59.0,48.0,42.0,26.0,79.0
1346,DE,2002,,,3.0,34.0,75.0,102.0,88.0,81.0,101.0,,,1.0,32.0,61.0,50.0,14.0,16.0,64.0
1347,DE,2003,,,2.0,68.0,107.0,177.0,163.0,103.0,155.0,,,10.0,61.0,96.0,86.0,43.0,22.0,102.0
1348,DE,2004,,,5.0,63.0,130.0,182.0,161.0,110.0,198.0,,,6.0,75.0,110.0,97.0,42.0,32.0,116.0
1349,DE,2005,2.0,4.0,6.0,59.0,113.0,171.0,167.0,92.0,167.0,3.0,1.0,4.0,51.0,104.0,73.0,43.0,37.0,103.0
